# Custom external galaxy catalog, containing objects missing from HyperLeda, NED-LVS, and LVD.
# diameter is in arcmin
#
# LVD's Dw1245+6158:
#   ,SMDG J1245495+615810,191.45623,61.96947,0.4593333333333333,0.4,67.79,17.71,r,Row 4871 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 166:
#   ,SMDG J1249122+353645,192.30065,35.61258,0.399,0.84,67.09,18.58,r,Row 4952 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's KK 193:
#  ,SMDG J1315298+413008,198.87417,41.50223,0.39866666666666667,0.77,299.17,18.14,r,Row 5316 in 'SMUDGes_catalog.6_23.ascii'
#
# LVD's NGC 4631-dw3:
#  ,SMDG J1242530+322721,190.72097,32.45592,0.4233333333333333,0.9,81.86,19.28,r,Row 4788 in 'SMUDGes_catalog.6_23.ascii'
#
# Super-faint!
#   ,SMDG J0130373-195118,22.65546,-19.85495,2.2623333333333333,0.48,89.53,17.63,r,Row 617 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0151087-141129,27.7863,-14.19137,1.3086666666666666,0.78,333.63,17.1,r,Row 746 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J0441370-014216,70.40414,-1.70431,1.3286666666666667,0.66,332.62,17.72,r,Row 1933 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1225544+140829,186.47664,14.14138,1.29,0.6,59.07,17.61,r,Row 4106 in 'SMUDGes_catalog.6_23.ascii'
#   ,SMDG J1230495+133018,187.70627,13.50494,0.44033333333333335,0.81,309.33,18.42,r,Row 4370 in 'SMUDGes_catalog.6_23.ascii'
#
# Shreds of UGC 05706:
# ,SMDG J1031105+343018,157.79394,34.50495,0.7579999999999999,0.74,280.3,16.43,r,Row 2806 in 'SMUDGes_catalog.6_23.ascii'
# ,SMDG J1031120+343013,157.79989,34.50348,0.6716666666666666,0.89,286.53,16.25,r,Row 2807 in 'SMUDGes_catalog.6_23.ascii'
#
objname,objname_ned,ra,dec,diam,ba,pa,mag,mag_band,essential_note
,SMDG J0534379-233048,83.65812,-23.5133,0.306,0.76,357.81,18.3,r,Row 2081 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0535013-290740,83.75558,-29.12782,0.35533333333333333,0.94,291.15999999999997,20.22,r,Row 2083 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0538089-342939,84.53697,-34.49426,0.27299999999999996,0.83,65.14,17.98,r,Row 2088 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0541370-280011,85.4043,-28.00312,0.6776666666666666,0.46,24.32,19.44,r,Row 2096 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0543012-411638,85.7551,-41.27733,0.30966666666666665,0.67,31.7,18.27,r,Row 2101 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0543348-295836,85.89507,-29.97671,0.33766666666666667,0.53,2.33,17.84,r,Row 2103 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0548400-304245,87.16671,-30.71239,0.251,0.92,288.92,18.73,r,Row 2118 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0548579-305644,87.24118,-30.94558,0.3433333333333334,0.39,21.39,19.19,r,Row 2119 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0550073-244136,87.53021,-24.69341,0.31133333333333335,0.7,32.61,20.43,r,Row 2121 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0550522-350118,87.71737,-35.0216,0.38033333333333336,0.61,29.98,18.88,r,Row 2122 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0559103-253322,89.79298,-25.55598,0.34400000000000003,0.64,322.47,18.12,r,Row 2128 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0607042-572452,91.76731,-57.41454,0.266,0.69,354.21,18.71,r,Row 2134 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0611494-581331,92.95587,-58.22519,0.359,0.43,66.85,18.19,r,Row 2136 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0711577+584016,107.99061,58.67114,0.30866666666666664,0.94,7.2,17.56,r,Row 2140 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0730209+754909,112.58711,75.81904,0.269,0.59,321.52,19.17,r,Row 2144 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0737552+363648,114.48011,36.61326,0.25166666666666665,0.49,328.29,19.3,r,Row 2149 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0740230+403255,115.0958,40.54855,0.35533333333333333,0.53,74.94,18.3,r,Row 2152 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0744551+204009,116.22946,20.66929,0.2693333333333333,0.62,38.07,19.36,r,Row 2156 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0748000+413057,117.00017,41.51594,0.263,0.68,277.79,19.52,r,Row 2162 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0754460+144601,118.69181,14.76691,0.27066666666666667,0.46,288.13,20.51,r,Row 2173 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0755051+775830,118.7713,77.97489,0.3016666666666667,0.6,55.22,19.05,r,Row 2174 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0756040+053235,119.01674,5.54308,0.2743333333333334,0.78,75.89,18.82,r,Row 2176 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0757243+330207,119.35132,33.0353,0.4233333333333333,0.51,50.86,17.99,r,Row 2178 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0758114+235705,119.54766,23.9515,0.32133333333333336,0.81,25.39,18.15,r,Row 2184 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0758349+105202,119.64558,10.86709,0.5466666666666666,0.82,329.02,19.12,r,Row 2186 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0800062+771055,120.02604,77.18181,0.25166666666666665,0.56,76.24,18.53,r,Row 2191 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0800184+252354,120.07651,25.39847,0.274,0.64,320.07,19.48,r,Row 2193 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0801083+394407,120.28459,39.73518,0.2703333333333333,0.78,353.64,18.84,r,Row 2196 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0801314+083545,120.38098,8.59586,0.39266666666666666,0.85,340.9,18.44,r,Row 2201 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0801555+160658,120.48143,16.11613,0.30966666666666665,0.83,37.7,19.1,r,Row 2203 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0803340+090730,120.89155,9.12486,0.45733333333333337,0.47,302.55,17.44,r,Row 2208 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0804190+103805,121.0792,10.63476,0.26666666666666666,0.78,55.53,18.2,r,Row 2209 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0806124+153015,121.55164,15.5042,0.4486666666666667,0.74,304.54,17.54,r,Row 2214 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0806481+543516,121.70039,54.58784,0.255,0.5,83.86,19.45,r,Row 2215 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0809073+182650,122.28044,18.4473,0.32466666666666666,0.48,48.78,20.89,r,Row 2221 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0811191+734958,122.82974,73.83286,0.2916666666666667,0.56,75.02,18.47,r,Row 2226 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0811307+735015,122.87806,73.83756,0.4096666666666666,0.58,301.47,17.48,r,Row 2228 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0812504+003702,123.20992,0.61716,0.42400000000000004,0.46,40.77,18.5,r,Row 2230 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0812562+580740,123.23436,58.12772,0.3203333333333333,0.68,65.51,18.52,r,Row 2231 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0816117+240053,124.04859,24.01459,0.26566666666666666,0.76,57.98,18.64,r,Row 2234 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0816375+692046,124.15645,69.34599,0.367,0.7,85.98,17.71,r,Row 2237 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0817557+764835,124.48191,76.80984,0.2776666666666667,0.44,290.77,18.64,r,Row 2240 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0819180+115312,124.82506,11.88665,0.287,0.57,278.32,18.74,r,Row 2243 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0821336+222806,125.39008,22.46823,0.2826666666666667,0.85,303.81,19.12,r,Row 2253 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0822484+125416,125.70147,12.90457,0.25866666666666666,0.61,311.58,20.3,r,Row 2257 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0824147+205441,126.0613,20.91126,0.38066666666666665,0.79,33.24,18.09,r,Row 2262 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0824156+172033,126.06513,17.34255,0.6523333333333333,0.76,321.1,17.98,r,Row 2263 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0825495+203850,126.4564,20.64722,0.293,0.41,16.59,19.71,r,Row 2266 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0827159+645226,126.81605,64.8739,0.3143333333333333,0.65,283.0,19.31,r,Row 2271 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0828373+303924,127.15535,30.65659,0.37100000000000005,0.73,16.57,18.73,r,Row 2274 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0829119+784949,127.29943,78.83039,0.48800000000000004,0.54,320.78,16.95,r,Row 2276 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0832245+541026,128.10191,54.17383,0.25433333333333336,0.79,354.66,18.32,r,Row 2283 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0832521+260229,128.21716,26.04128,0.2936666666666667,0.63,313.78,20.7,r,Row 2288 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0833155+252944,128.3145,25.49565,0.26833333333333337,0.63,346.97,20.81,r,Row 2289 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0835031+775124,128.76289,77.85665,0.26233333333333336,0.93,43.81,18.62,r,Row 2294 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0835414-025141,128.92251,-2.86128,0.2693333333333333,0.5,72.71,19.14,r,Row 2296 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0838369+251703,129.65393,25.28423,0.2763333333333333,0.63,278.58,19.83,r,Row 2303 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0842503+141502,130.70971,14.25062,0.9256666666666666,0.45,25.58,18.15,r,Row 2309 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0843066+500443,130.77748,50.07873,0.4036666666666667,0.54,51.38,18.89,r,Row 2311 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0845173+691744,131.32213,69.29553,0.3143333333333333,0.78,24.65,19.02,r,Row 2317 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0846311+334838,131.6297,33.81068,0.34600000000000003,0.8,334.14,19.55,r,Row 2322 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0846476+784000,131.69836,78.66654,0.34199999999999997,0.64,308.01,18.91,r,Row 2324 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0847222+495956,131.84233,49.99889,0.28833333333333333,0.6,78.46,19.77,r,Row 2326 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0847451-002206,131.93792,-0.36836,0.29600000000000004,0.47,35.88,20.18,r,Row 2328 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0848528+194830,132.22016,19.80832,0.2743333333333334,0.67,55.13,18.56,r,Row 2334 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0849319+730805,132.38308,73.13485,0.28966666666666663,0.71,347.91,19.34,r,Row 2336 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0850232+782900,132.5965,78.4833,0.38033333333333336,0.76,10.94,18.31,r,Row 2338 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0850274-030525,132.61425,-3.0903,0.441,0.94,74.43,17.16,r,Row 2339 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0852477+324944,133.19863,32.82895,0.2603333333333333,0.5,326.48,19.86,r,Row 2345 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0853268+331819,133.36179,33.3052,0.4233333333333333,0.45,286.65,17.96,r,Row 2348 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0854134-025952,133.55593,-2.99768,0.271,0.97,330.54,19.16,r,Row 2350 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0854195+310242,133.58115,31.04493,0.41766666666666663,0.65,41.38,19.07,r,Row 2352 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0854205+331458,133.5853,33.24947,0.30833333333333335,0.88,325.0,19.18,r,Row 2353 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0855014+792420,133.7558,79.40559,0.2836666666666667,0.73,58.31,18.12,r,Row 2354 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0855104+333656,133.79343,33.61565,0.4066666666666666,0.52,274.71,18.33,r,Row 2356 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0855363+583419,133.90121,58.57184,0.2803333333333333,0.71,349.17,18.18,r,Row 2357 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0856259+315502,134.10788,31.91721,0.2946666666666667,0.81,8.57,18.67,r,Row 2360 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0857060+583332,134.27482,58.55882,0.32566666666666666,0.54,71.47,18.5,r,Row 2365 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0857141+171555,134.30864,17.26534,0.697,0.55,67.0,19.7,r,Row 2366 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0858405-133330,134.66861,-13.55827,0.3733333333333333,0.75,275.03,17.82,r,Row 2370 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0900157+482758,135.06559,48.46623,0.28300000000000003,0.61,356.23,19.91,r,Row 2376 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0901379+482850,135.40786,48.48042,0.252,0.4,286.26,18.95,r,Row 2381 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0902537+200429,135.72365,20.07465,0.446,1.0,288.18,16.51,r,Row 2385 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0905069+530547,136.27854,53.09631,0.266,0.68,56.57,18.67,r,Row 2392 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0905468+780051,136.44507,78.01427,0.4103333333333333,0.57,87.4,17.32,r,Row 2397 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0906320+790721,136.63319,79.12263,0.2983333333333333,0.56,4.24,17.99,r,Row 2400 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0907519+595526,136.96614,59.92388,0.265,0.94,0.5,19.44,r,Row 2404 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0908200+774201,137.08322,77.7003,0.284,0.53,36.04,18.59,r,Row 2407 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0908544+183555,137.22655,18.59866,0.37,0.82,37.04,18.04,r,Row 2413 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0910326+182243,137.6359,18.37873,0.31,0.84,306.15999999999997,19.06,r,Row 2419 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0910468+061748,137.69496,6.29676,0.36766666666666664,0.51,58.83,18.89,r,Row 2420 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0910544+193602,137.72678,19.60064,0.27066666666666667,0.56,312.44,19.8,r,Row 2422 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0911500+353233,137.95821,35.54262,0.29566666666666663,0.78,73.47,17.76,r,Row 2426 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0912521+595913,138.21702,59.98687,0.42933333333333334,0.52,295.52,17.5,r,Row 2431 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0913227+600130,138.34459,60.02491,0.3546666666666667,0.46,30.88,19.12,r,Row 2435 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0913305+780704,138.37699,78.11777,0.29733333333333334,0.76,302.34000000000003,17.65,r,Row 2436 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0913561+791448,138.48371,79.24671,0.253,0.9,45.18,18.23,r,Row 2439 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0914526+293504,138.71918,29.58457,0.402,0.72,348.97,17.41,r,Row 2442 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0915204+720157,138.835,72.03245,0.26266666666666666,0.64,69.05,18.55,r,Row 2445 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0915268+115812,138.86184,11.97011,0.29100000000000004,0.37,283.74,20.7,r,Row 2446 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0915362+421501,138.90066,42.2503,0.38966666666666666,0.49,271.31,18.86,r,Row 2447 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0915558+295527,138.98255,29.92417,0.3046666666666667,0.43,61.64,18.66,r,Row 2448 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0916010+263900,139.00404,26.64982,0.297,0.66,23.7,18.5,r,Row 2450 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0916413+062608,139.17207,6.43551,0.31,0.71,55.3,18.32,r,Row 2453 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0917037+142206,139.26557,14.36826,1.4460000000000002,0.41,87.29,17.75,r,Row 2455 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0917465+473210,139.44394,47.536,0.31766666666666665,0.94,41.89,17.66,r,Row 2460 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0917499+530912,139.45807,53.15346,0.295,0.73,281.44,18.41,r,Row 2461 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0918331+772427,139.63807,77.40741,0.34600000000000003,0.76,22.98,17.64,r,Row 2466 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0918554+014506,139.73073,1.75155,0.25533333333333336,0.6,68.13,19.63,r,Row 2469 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0919134-075608,139.80569,-7.93567,0.3156666666666667,0.78,14.84,18.57,r,Row 2471 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0919255+514004,139.85616,51.66781,0.3373333333333333,0.65,64.3,18.51,r,Row 2472 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0919472+333600,139.94687,33.59987,0.2813333333333333,0.6,312.32,18.4,r,Row 2476 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0919592+004853,139.99687,0.81477,0.284,0.84,335.5,19.69,r,Row 2477 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0921355+751642,140.39798,75.27843,0.2806666666666667,0.8,346.54,18.16,r,Row 2484 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0922262+754602,140.6092,75.76718,0.368,0.77,24.42,16.9,r,Row 2488 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0923090+505614,140.78755,50.93723,0.35700000000000004,0.43,84.96,19.61,r,Row 2495 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0923433+400601,140.93043,40.10025,0.259,0.63,271.78,19.89,r,Row 2497 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0924209+253941,141.08699,25.66141,0.383,0.78,74.67,17.58,r,Row 2499 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0924511+623550,141.21292,62.59723,0.26966666666666667,0.68,358.28,18.62,r,Row 2502 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0925250+342358,141.35431,34.39942,0.3346666666666666,0.76,343.18,18.62,r,Row 2505 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0925436-072506,141.43162,-7.41836,0.259,0.77,329.87,18.6,r,Row 2506 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0925511+482101,141.46296,48.35014,0.256,0.86,311.8,18.0,r,Row 2507 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0927159+485813,141.81608,48.97029,0.253,0.61,332.94,18.94,r,Row 2514 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0927255+774338,141.85621,77.72726,0.27599999999999997,0.64,16.15,18.09,r,Row 2515 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0928347+301649,142.14447,30.28031,0.258,0.8,42.28,19.99,r,Row 2516 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0928443+360101,142.18446,36.01686,0.261,0.62,51.25,18.44,r,Row 2517 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0928560+765426,142.23334,76.90733,0.26833333333333337,0.85,359.58,18.93,r,Row 2518 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0929000+250258,142.25004,25.04947,0.25266666666666665,0.87,341.39,18.25,r,Row 2520 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0929546+221305,142.47762,22.21807,0.2613333333333333,0.7,320.23,20.29,r,Row 2521 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0930129+195930,142.55381,19.99153,0.43166666666666664,0.94,79.87,16.46,r,Row 2524 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0930495+174003,142.70607,17.66762,0.444,0.7,17.36,18.39,r,Row 2528 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0931268+191452,142.86148,19.24791,0.267,0.61,311.8,20.23,r,Row 2530 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0931347+450645,142.89445,45.11255,0.26166666666666666,0.6,292.79,18.09,r,Row 2531 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0932512+780816,143.21345,78.13789,0.31666666666666665,0.49,45.5,19.7,r,Row 2536 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0934136+001337,143.55669,0.22695,0.2786666666666667,0.81,78.0,18.94,r,Row 2542 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0935170+210126,143.82071,21.02382,0.26799999999999996,0.59,55.12,18.03,r,Row 2549 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0935217+025908,143.84049,2.98562,0.3736666666666667,0.72,354.71,18.01,r,Row 2550 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0935593+315443,143.997,31.91192,0.39366666666666666,0.49,302.08,19.12,r,Row 2553 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0936108+185524,144.04502,18.92338,0.27066666666666667,0.76,343.21,19.19,r,Row 2554 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0938095+253048,144.53968,25.51338,0.30333333333333334,0.51,352.51,19.36,r,Row 2559 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0939160+711841,144.81647,71.31133,0.302,0.76,3.76,19.53,r,Row 2561 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0940271+000237,145.11291,0.04361,0.5793333333333333,0.78,76.82,16.98,r,Row 2565 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0940444+293850,145.18484,29.64718,0.295,0.61,344.97,19.03,r,Row 2567 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0944347+315400,146.14468,31.89978,0.302,0.66,290.82,19.57,r,Row 2581 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0945418+335146,146.42425,33.86267,0.26266666666666666,0.56,27.95,19.32,r,Row 2586 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0946048-023909,146.51988,-2.65255,0.25433333333333336,0.85,14.15,19.37,r,Row 2588 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0947208+215351,146.83687,21.89759,0.3016666666666667,0.63,27.18,18.62,r,Row 2590 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0948120+725434,147.04991,72.90942,0.3466666666666667,0.38,18.99,18.53,r,Row 2594 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0948145+030517,147.06032,3.08796,0.3156666666666667,0.71,54.05,18.96,r,Row 2595 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0949551-051049,147.47965,-5.18031,0.2996666666666667,0.67,55.23,19.79,r,Row 2596 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0950061+305856,147.52542,30.98211,0.26766666666666666,0.83,59.34,18.49,r,Row 2598 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0951212+234810,147.83826,23.80285,0.2753333333333333,0.59,67.71,18.54,r,Row 2604 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0952212-022236,148.08838,-2.37675,0.309,0.42,334.01,20.3,r,Row 2607 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0952422+292142,148.17568,29.36174,0.26833333333333337,0.82,81.66,17.87,r,Row 2610 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0953011+615523,148.25449,61.92316,0.287,0.54,342.46,20.17,r,Row 2611 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0954046+013225,148.51934,1.54038,0.25933333333333336,0.64,295.7,18.75,r,Row 2613 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0954329+715933,148.6369,71.99262,0.26166666666666666,0.57,33.02,18.8,r,Row 2616 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0955055+282216,148.77286,28.37108,0.25633333333333336,0.54,57.16,19.61,r,Row 2618 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0955242-040815,148.85081,-4.13747,0.25233333333333335,0.38,286.46,19.36,r,Row 2619 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0955483-034405,148.95124,-3.73459,0.3373333333333333,0.5,44.43,18.46,r,Row 2620 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0956035+142157,149.01451,14.36576,0.302,0.87,87.33,18.5,r,Row 2621 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0956142+825327,149.05907,82.89092,0.33266666666666667,0.82,270.47,17.42,r,Row 2623 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0956556-052329,149.23178,-5.39135,0.33066666666666666,0.84,33.56,18.22,r,Row 2626 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0957002+552721,149.25087,55.45592,0.2733333333333333,0.79,270.31,19.17,r,Row 2627 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0957129+011116,149.30392,1.1877,0.29233333333333333,0.53,13.74,18.31,r,Row 2628 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0957245+180616,149.35227,18.10436,0.25466666666666665,0.4,16.31,19.36,r,Row 2630 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0957529+172820,149.47057,17.47219,0.28733333333333333,0.5,331.7,19.5,r,Row 2632 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0957560+204320,149.4832,20.72218,0.43466666666666665,0.38,81.23,18.03,r,Row 2633 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0958251+101539,149.60448,10.26073,0.32866666666666666,0.83,65.17,18.91,r,Row 2637 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0958353-060952,149.6469,-6.16435,0.31966666666666665,0.64,312.02,18.62,r,Row 2640 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J0958469+313600,149.69548,31.59973,0.27566666666666667,0.42,286.86,19.23,r,Row 2641 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1000152+631103,150.06324,63.18412,0.4013333333333333,0.73,23.4,17.81,r,Row 2650 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1000315-024049,150.13108,-2.68041,0.265,0.68,337.2,19.78,r,Row 2652 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1000352+261854,150.14683,26.31507,0.28800000000000003,0.45,333.98,19.8,r,Row 2653 in 'SMUDGes_catalog.6_23.ascii'
,SMDG J1001058-035717,150.27431,-3.95468,0.2673333333333333,0.51,301.77,18.54,r,Row 2655 in 'SMUDGes_catalog.6_23.ascii'
