objname_from,pgc_from,objname_to,pgc_to,dtheta_arcsec,comment
CGCG 097-090,169975,CGCG 097-090 NED01,-99,6.107,GPair
CGCG 076-098,53369,CGCG 076-098 NED01,-99,9.394,GPair
VII Zw 443,39123,2MASX J12144744+6427309,-99,33.355,GPair
UGC 05950,32498,UGC 05950 NED01,-99,11.446,GPair
MCG +05-01-035,655,WISEA J000900.96+274704.0,-99,1.813,GPair
ESO 197-IG 025,8189,ESO 197-IG 025 NED01,-99,10.846,GPair
CGCG 019-062,52053,CGCG 019-062 NED02,-99,5.311,GPair
NGC 3550,33927,NGC 3550 NED02,-99,3.740,GPair
ESO 305-IG 010,16804,ESO 305-IG 010 NED02,-99,11.277,GPair
CGCG 077-035,54202,CGCG 077-035 NED01,-99,12.691,GPair
ESO 200-IG 009,12601,ESO 200-IG 009 NED01,-99,4.539,GPair
ESO 350-IG 034,2033,ESO 350-IG 034 NED02,-99,2.665,GPair
AM 0458-455,16516,WISEA J045956.75-454935.1,-99,1.173,GPair
NGC 6175,58362,NGC 6175 NED01,-99,5.799,GPair
IRAS 10539+8414,139469,WISEA J105928.87+835809.3,-99,3.415,GPair
MCG -04-05-007,6592,MCG -04-05-007 NED01,-99,1.110,GPair
NGC 5144,46742,NGC 5144 NED02,-99,8.359,GPair
IC 1166,56771,IC 1166 NED01,-99,7.441,GPair
UGC 01265,6645,UGC 01265 NED01,-99,8.282,GPair
ESO 118- G 007,14604,ESO 118- G 007 NED02,-99,16.531,GPair
NGC 2770B,25769,KUG 0906+333A NED02,-99,3.048,GPair
CGCG 185-063,35180,CGCG 185-063 NED01,-99,17.594,GPair
CGCG 427-035,67577,CGCG 427-035 NED02,-99,1.757,GPair
2dFGRS S890Z190,130053,2MASX J00354793-4540209,-99,1.907,GPair
MRK 0060,44716,MRK 0060 NED01,-99,8.855,GPair
UGC 03995,21673,UGC 03995B,-99,2.464,GPair
2MASS J04374625-2711389,134214,WISEA J043745.83-271135.1,-99,7.853,GPair
CGCG 112-011,60556,CGCG 112-011 NED02,-99,4.877,GPair
UGC 02812,13489,UGC 02812 NED01,-99,22.222,GPair
CGCG 039-024,33847,WISEA J110953.28+050141.5,-99,92.373,GPair
CGCG 008-052,29571,CGCG 008-052 NED01,-99,30.553,GPair
ESO 242-IG 011,1944,ESO 242-IG 011 NED01,-99,5.462,GPair
KUG 0835+364,24314,WISEA J083850.67+361739.9,-99,0.503,GPair
CGCG 136-006,55311,CGCG 136-006 NED02,-99,14.390,GPair
CGCG 250-015,56275,CGCG 250-015 NED02,-99,8.374,GPair
NGC 7638,71242,NGC 7638 NED01,-99,2.418,GPair
CGCG 262-061,22535,CGCG 262-061 NED01,-99,8.503,GPair
CGCG 038-020,32324,SDSS J104842.66+041728.0,-99,103.115,GPair
NGC 0454,4468,NGC 0454 NED02,-99,21.033,GPair
CGCG 239-011,27345,CGCG 239-011 NED01,-99,31.745,GPair
VIII Zw 253,45730,VIII Zw 253 NED01,-99,4.167,GPair
MRK 0092,24140,2MASS J08353995+4629281,-99,1.716,GPair
VIII Zw 020,1358,VIII Zw 020 NED01,-99,0.000,GPair
CGCG 313-027,31395,MRK 0147,-99,19.172,GPair
IC 0968,49866,IC 0968 NED01,-99,10.478,GPair
VV 378,38435,VV 378 NED01,-99,2.464,GPair
VII Zw 366,33594,VII Zw 366 NOTES01,-99,3.822,GPair
MCG +05-27-004,1842970,NGC 3553,-99,124.093,GPair
CGCG 048-028,53046,CGCG 048-028W,-99,20.818,GPair
KUG 1129+372,35587,KUG 1129+372 NED01,-99,1.019,GPair
CGCG 152-014,26910,2MASX J09290740+3008306,-99,5.134,GPair
VIII Zw 356,50261,VIII Zw 356 NOTES01,-99,4.268,GPair
KUG 1612+370A,57552,WISEA J161356.92+365803.2,-99,0.275,GPair
IC 3862,43844,SDSS J125353.12+360512.7,-99,3.808,GPair
UGC 04008,21767,UGC 04008 NED01,-99,27.502,GPair
CGCG 072-038,46148,CGCG 072-038 NED01,-99,2.163,GPair
CGCG 049-060,54344,WISEA J151326.18+053941.3,-99,64.287,GPair
CGCG 068-078,37095,CGCG 068-078 NED01,-99,4.920,GPair
CGCG 166-022,55615,CGCG 1535.0+2930 NED02,-99,28.247,GPair
UGC 12288,70199,UGC 12288 NED02,-99,2.888,GPair
CGCG 376-046,67521,CGCG 376-046 NED01,-99,13.823,GPair
CGCG 237-018,24645,CGCG 237-018 NED01,-99,7.202,GPair
CGCG 340-029,61192,CGCG 340-029 NED02,-99,28.640,GPair
CGCG 050-019,55359,CGCG 050-019 NED02,-99,14.527,GPair
CGCG 205-043,20968,2MASX J07251409+4201058,-99,5.356,GPair
VII Zw 556,52163,MRK 0287,-99,2.236,GPair
CGCG 133-047,51405,CGCG 133-047 NED02,-99,0.426,GPair
UGC 12124,69366,UGC 12124 NED01,-99,12.246,GPair
AM 0009-372,95454,AM 0009-372 NED02,-99,25.592,GPair
CGCG 400-024,66066,CGCG 400-024 NED01,-99,4.091,GPair
UGC 01881,9212,UGC 01881 NED02,-99,19.452,GPair
NGC 5100,46599,NGC 5100 NED02,-99,19.762,GPair
PKS 0956+015,1190537,2MASS J09592077+0117550,-99,13.788,GPair
VII Zw 886,63255,WISEA J192832.85+653000.0,-99,0.805,GPair
NGC 2387,21105,NGC 2387 NED01,-99,14.256,GPair
NGC 0333,3519,NGC 0333B,-99,4.111,GPair
AM 0033-372,101133,WISEA J003549.72-370815.7,-99,2.226,GPair
CGCG 107-007,55470,SDSS J153413.34+163024.1,-99,8.666,GPair
CGCG 450-006,67443,CGCG 450-006 NED01,-99,74.629,GPair
IRAS 02076+3111,100734,WISEA J021033.08+312532.0,-99,1.187,GPair
VII Zw 461,41198,WISEA J122937.55+705651.7,-99,6.974,GPair
NGC 3808,36227,NGC 3808 NED01,-99,30.205,GPair
CGCG 039-175,35100,WISEA J112517.05+022659.9,-99,9.393,GPair
IC 1261,60185,IC 1261 NED01,-99,13.439,GPair
SBS 0748+588,22056,WISEA J075243.59+584134.8,-99,0.841,GPair
VII Zw 785,61732,WISEA J181932.71+661829.3,-99,7.533,GPair
AM 0218-321 NED01,95306,WISEA J022026.33-315816.2,-99,7.735,GPair
CGCG 497-021,71482,CGCG 497-021 NED01,-99,4.301,GPair
ARP 132,34639,ARP 132W,-99,18.988,GPair
KUG 0928+328,27067,KUG 0928+328 NED01,-99,0.716,GPair
ESO 356-IG 025,11284,ESO 356-IG 025 NED02,-99,18.520,GPair
CGCG 052-034,58383,2MASX J16302932+0758439,-99,2.329,GPair
CGCG 429-004,68756,2MASX J22235569+1514474,-99,0.363,GPair
ESO 193-IG 008,44,WISEA J000032.68-500852.8,-99,3.942,GPair
ESO 477- G 022,7684,WISEA J020130.98-245529.7,-99,0.719,GPair
NGC 1088,10536,NGC 1088 NED01,-99,6.961,GPair
KUG 0821+306,23583,2MASS J08241713+3029090,-99,6.688,GPair
NGC 3492,33207,NGC 3492 NED02,-99,7.099,GPair
KUG 0156-108,7510,6dF J0159096-103509,-99,1.506,GPair
UGC 09588,53267,UGC 09588 NED01,-99,3.228,GPair
IRAS 01143-2849,95296,AM 0114-284 NED03,-99,58.010,GPair
MCG +09-20-031,37442,2MASX J11553166+5453565,-99,0.191,GPair
MRK 1211,22728,CGCG 031-041 NED01,-99,1.132,GPair
ARP 047,2802352,ARP 047 NED01,-99,14.540,GPair
NGC 4098,38365,NGC 4098 NED01,-99,8.439,GPair
NGC 5318,49139,NGC 5318 NED01,-99,57.040,GPair
CGCG 072-079,47279,CGCG 072-079 NED01,-99,32.039,GPair
CGCG 122-068,27952,CGCG 122-068 NED02,-99,0.564,GPair
CGCG 050-014,55337,CGCG 050-014 NED01,-99,11.406,GPair
UGC 05683,30891,UGC 05683 NED01,-99,23.808,GPair
MRK 1215,23773,CGCG 119-113 NED01,-99,0.866,GPair
VII Zw 425,37230,VII Zw 425 NOTES01,-99,12.759,GPair
WISEA J111720.80+470822.1,3542171,2MASS J11172081+4708225,-99,0.716,GPair
Dwarf Antennae,7782,2MASX J02023879-0922128,-99,1.770,GPair
KUG 0934+353,82482,2MASX J09373071+3510196,-99,4.457,GPair
VCC 0102,39061,2MASX J12140729+1335144,-99,0.293,GPair
CGCG 021-037,54225,CGCG 021-037 NED01,-99,33.043,GPair
CGCG 297-014,55361,MRK 0289,-99,5.676,GPair
CGCG 250-024,56452,CGCG 250-024 NED01,-99,6.944,GPair
IC 0720,36333,IC 0720 NED02,93112,7.683,GPair
IC 0720 NED02,93112,IC 0720 NED01,-99,15.897,G
2MASX J13301155+3718027,2097470,2MASS J13301151+3718034,-99,0.211,GPair
IC 1165,56769,IC 1165 NED01,-99,9.861,GPair
CGCG 105-057,53152,CGCG 105-055,-99,286.061,GPair
CGCG 155-047,33355,CGCG 155-047 NED02,-99,12.205,GPair
CGCG 111-014,59877,CGCG 111-014 NED01,-99,12.924,GPair
CGCG 109-010,57971,CGCG 109-010 NED01,-99,5.880,GPair
ESO 436-IG 015,30497,ESO 436-IG 015 NED02,-99,8.642,GPair
CGCG 260-021,19356,WISEA J063833.88+560149.7,-99,0.507,GPair
UGC 01818,8967,WISEA J022130.15+151840.4,-99,7.455,GPair
2MASX J12305592+3836017,3088207,WISEA J123055.89+383601.8,-99,1.168,GPair
KUG 1219+314,40071,KUG 1219+314 NED01,-99,2.210,GPair
UGC 11878,67897,UGC 11878 NED01,-99,3.269,GPair
CGCG 047-117,52231,CGCG 047-117 NED01,-99,0.515,GPair
UGC 07652,41342,UGC 07652 NED01,-99,20.100,GPair
IC 1230,58903,IC 1230 NED01,-99,3.054,GPair
MCG -04-09-057,13743,MCG -04-09-057 NED02,-99,3.290,GPair
UGC 12891,25,UGC 12891 NED01,-99,6.242,GPair
TOLOLO 1214+044,39347,TOLOLO 1214+044 NED01,-99,0.353,GPair
NGC 3088,28997,NGC 3088A,-99,12.936,GPair
CGCG 037-076,31208,CGCG 037-076 NED02,-99,6.703,GPair
CGCG 226-018,60313,CGCG 226-018 NED01,-99,7.977,GPair
NGC 2744,25480,NGC 2744 NED02,-99,15.067,GPair
NGC 3303,31508,NGC 3303 NED02,93104,5.103,GPair
NGC 3303 NED02,93104,NGC 3303 NED01,-99,11.231,G
2MFGC 03746,519921,WISEA J043524.93-460124.4,-99,8.195,GPair
CGCG 456-050,1049,CGCG 456-050 NED01,-99,14.086,GPair
APMUKS(BJ) B032010.47-03371 ID,1071227,WISEA J032241.47-032633.3,-99,8.687,GPair
NGC 7525,70731,NGC 7525 NED02,-99,7.655,GPair
IC 1191,57152,IC 1191 NED01,-99,3.289,GPair
GALEXASC J224526.05-442419.6,537668,WISEA J224525.87-442416.7,-99,2.779,GPair
GALEXASC J215735.62-115145.9,190812,2MASX J21573572-1151473,-99,5.479,GPair
VV 749,23720,VV 749 NED01,-99,11.717,GPair
ESO 289-IG 006,68410,ESO 289-IG 006 NED01,-99,11.635,GPair
CGCG 012-026,35751,CGCG 012-026 NED01,-99,13.993,GPair
UGC 10046,56131,UGC 10046 NED01,-99,9.679,GPair
ESO 158-IG 020,16862,ESO 158-IG 020 NED02,-99,27.296,GPair
ESO 194-IG 036,2705,ESO 194-IG 036 NED01,-99,22.887,GPair
ESO 160-IG 008,18179,WISEA J055858.73-533412.4,-99,5.647,GPair
CGCG 137-041,57265,CGCG 137-041 NED01,-99,13.139,GPair
ESO 186-IG 069,65069,WISEA J203644.65-543736.3,-99,262.820,GPair
NGC 6280,59464,NGC 6280 NED01,-99,1.336,GPair
CGCG 264-012,24627,CGCG 264-012 NED01,-99,18.299,GPair
AM 0347-533,94969,WISEA J034917.32-532420.4,-99,4.322,GPair
ESO 235-IG 061,66134,ESO 235-IG 061 NED02,-99,8.637,GPair
IC 2441,25844,IC 2441 NED01,-99,9.192,GPair
KUG 0020+009,1482,WISEA J002301.76+011059.3,-99,3.966,GPair
CGCG 090-047,25263,CGCG 090-047 NED02,-99,4.538,GPair
KUG 1203+341B,83531,2MASX J12055322+3349383,-99,0.094,GPair
NGC 4898,44736,NGC 4898 NED01,-99,8.062,GPair
CGCG 211-054,30503,CGCG 211-054 NED01,-99,12.835,GPair
VV 283,44933,VV 283a,-99,7.712,GPair
CGCG 401-022,66745,WISEA J212605.34+052711.5,-99,3.670,GPair
UGC 09109,50850,UGC 09109 NED01,-99,10.451,GPair
KUG 1324+259,47062,2MASX J13264116+2541484,-99,0.093,GPair
KUG 1322+371,46876,WISEA J132432.81+365301.5,-99,1.633,GPair
CGCG 039-027,33874,CGCG 039-027 NED02,-99,3.070,GPair
CGCG 012-034,35865,UM 437,-99,8.527,GPair
KUG 1239+272,42611,2MASX J12415633+2658185,-99,1.746,GPair
IC 3121,39512,IC 3121 NED01,-99,4.071,GPair
VV 353b,36403,UGC 06678 NOTES02,36379,7.691,GPair
UGC 06678 NOTES02,36379,UGC 06678 NOTES01,-99,12.630,G
VV 045,37941,VV 045a,-99,9.650,GPair
CGCG 135-015,53964,CGCG 135-015 NED02,-99,8.223,GPair
WISEA J110122.23+091828.2,3091437,2MASS J11012230+0918262,-99,2.312,GPair
ARP 148,33423,2MASS J11035424+4051002,-99,11.703,GPair
IC 4287,47659,IC 4287 NED01,-99,0.591,GPair
MCG -05-02-025,2179,WISEA J003626.23-281758.9,-99,9.553,GPair
CGCG 268-038,35331,CGCG 268-038 NED01,-99,8.407,GPair
UGC 06767,36796,UGC 06767 NED01,-99,7.287,GPair
AM 0441-403,131344,AM 0441-403 NED01,-99,13.601,GPair
NGC 7066,66747,NGC 7066 NED01,-99,4.421,GPair
CGCG 140-056,60609,CGCG 140-056 NED01,-99,30.520,GPair
AM 0338-320,74875,AM 0338-320 NED01,-99,9.130,GPair
CGCG 068-040,36387,WISEA J114259.64+130505.6,-99,0.718,GPair
AM 0231-302,133001,WISEA J023347.35-300629.1,-99,10.885,GPair
CGCG 014-066,41778,CGCG 014-066 NED01,-99,10.988,GPair
UGC 01102,5744,UGC 01102 NED01,93081,11.935,GPair
CGCG 036-054,29703,2MASS J10120089+0321165,-99,37.905,GPair
CGCG 459-015,4337,2MASX J01122305+1631481,-99,0.143,GPair
VV 637,29152,CGCG 008-029 NED01,-99,5.946,GPair
UGC 03730,20460,UGC 03730 NED01,-99,13.253,GPair
VIII Zw 143,34818,VIII Zw 143 NED01,-99,4.669,GPair
UGC 03829,20911,UGC 03829 NED01,-99,12.536,GPair
CGCG 170-024,60188,CGCG 170-024 NED01,-99,11.987,GPair
LCSB S2101P,1905210,WISEA J145115.38+302823.1,-99,0.629,GPair
NGC 6825,63535,2MASX J19415488+6404160,-99,7.053,GPair
NGC 3588,34219,NGC 3588 NED01,200266,5.843,GPair
VV 655,40790,VV 655 NED01,-99,2.246,GPair
MCG +06-26-039,36838,VV 673 NED03,-99,7.158,GPair
CGCG 097-133,36622,CGCG 097-133E,-99,6.011,GPair
CGCG 061-027,25121,WISEA J085630.99+110157.7,-99,9.349,GPair
KUG 0007+265,693,WISEA J000951.47+264727.7,-99,1.856,GPair
MCG -01-03-020,2961,WISEA J005054.22-064959.0,-99,136.097,GPair
VV 278,10304,VV 278a,-99,12.243,GPair
IRAS 01477+3255,2817395,2MASX J01504091+3309531,-99,2.123,GPair
CGCG 182-016,28089,CGCG 182-016 NED01,-99,8.360,GPair
ESO 298-IG 024,8583,ESO 298-IG 024 NED02,-99,13.002,GPair
KUG 1346+284,48993,CGCG 162-008 NED02,-99,3.669,GPair
VIII Zw 031,2234,WISEA J003725.54-122548.6,-99,19.257,GPair
ESO 242-IG 002,1188,ESO 242-IG 002 NED01,-99,33.159,GPair
VV 831,47088,KUG 1324+268 NED01,-99,0.283,GPair
MCG +04-03-009,2890,VV 521 NED03,-99,55.951,GPair
AM 0130-293,95302,WISEA J013249.45-291848.4,-99,1.131,GPair
NGC 6040,56932,NGC 6040A,-99,18.478,GPair
ESO 147-IG 019,70282,ESO 147-IG 019 NED01,-99,14.849,GPair
VIII Zw 003,351,WISEA J000505.04-070754.8,-99,124.098,GPair
MRK 0237,44883,MRK 0237b,-99,8.483,GPair
IRAS 15305+4332,84666,WISEA J153218.28+432230.4,-99,13.542,GPair
IC 1520,73057,IC 1520 NED01,-99,7.423,GPair
GALEXASC J100643.20-053245.5,88604,WISEA J100643.26-053240.1,-99,4.950,GPair
VV 662,21509,VV 662 NED01,-99,4.428,GPair
CGCG 011-034,34319,CGCG 011-034 NED01,-99,16.402,GPair
PG 1452+132,53292,SDSS J145432.02+130206.4,-99,4.098,GPair
CGCG 147-063,21678,CGCG 147-063 NED01,-99,2.979,GPair
CGCG 241-080,33627,CGCG 241-080 NED01,-99,5.710,GPair
2MFGC 02846,1152537,2MASX J03271791-0004349,-99,4.820,GPair
CGCG 278-010,60580,CGCG 278-010 NED01,-99,31.366,GPair
CGCG 102-076,49330,CGCG 102-076 NED01,-99,7.112,GPair
CGCG 266-044,30579,CGCG 266-044 NED02,-99,14.674,GPair
CGCG 071-107,45234,IC 0845,-99,36.851,GPair
CGCG 296-007,51677,CGCG 296-007 NED02,-99,1.174,GPair
IRAS F11233+3451,101372,GALEXASC J112603.08+343443.2,-99,12.465,GPair
CGCG 047-106,52113,CGCG 047-106 NED02,-99,0.561,GPair
CGCG 089-056,24284,CGCG 089-056 NED01,-99,23.763,GPair
3C 315,54357,WISEA J151340.02+260723.7,-99,7.403,GPair
UGC 10491,58664,UGC 10491 NED01,58674,11.325,GPair
UGC 10491 NED01,58674,UGC 10491 NED02,-99,27.999,G
NGC 3563,34025,NGC 3563B,-99,10.420,GPair
CGCG 292-071,38463,SBS 1204+591A,-99,7.534,GPair
CGCG 078-087,56225,WISEA J155129.31+115155.5,-99,1.223,GPair
CGCG 194-003,54968,CGCG 194-003 NED01,-99,1.339,GPair
CGCG 092-021,27553,CGCG 092-021 NED01,-99,0.392,GPair
CGCG 079-090,57754,WISEA J161747.70+083409.1,-99,37.246,GPair
CGCG 250-012,56061,CGCG 250-012 NED01,-99,14.176,GPair
CGCG 160-062,44438,CGCG 160-062 NED01,-99,2.167,GPair
CGCG 051-014,56553,CGCG 051-014 NED02,-99,3.119,GPair
CGCG 095-075,32918,2MASX J10565919+1424340,-99,24.916,GPair
CGCG 155-070,33740,CGCG 155-070 NED02,-99,9.754,GPair
2MFGC 03588,177225,WISEA J042519.68-093204.0,-99,4.335,GPair
RB 143,44609,WISEA J125928.47+280507.4,-99,50.628,GPair
ESO 244-IG 029,5493,WISEA J012822.88-433220.4,-99,26.504,GPair
WISEA J044512.67-355406.0,132288,WISEA J044512.84-355402.1,-99,3.787,GPair
CGCG 286-034,21332,CGCG 286-034 NED02,-99,6.735,GPair
ESO 201-IG 024,14647,ESO 201-IG 024 NED02,-99,0.667,GPair
CGCG 158-011,38230,CGCG 158-011 NED01,-99,3.857,GPair
NGC 1347,12989,NGC 1347 NED01,-99,21.213,GPair
VIII Zw 383,50821,UGC 09103 NOTES01,-99,7.360,GPair
CGCG 366-015,54410,CGCG 366-015 NED01,-99,7.642,GPair
DUKST 412-027,132860,WISEA J011338.10-313911.0,-99,6.080,GPair
CGCG 233-014,18904,CGCG 233-014 NED01,-99,1.004,GPair
CGCG 460-017,6079,WISEA J013838.38+204832.4,-99,3.409,GPair
CGCG 456-038,881,CGCG 456-038 NED01,-99,26.055,GPair
APMBGC 195-104-121,129241,2MASX J01140129-4733109,-99,1.935,GPair
APMUKS(BJ) B022645.75-02260 ID,1098523,WISEA J022918.00-021247.6,-99,2.869,GPair
KUG 2327+222,85487,WISEA J233024.71+223125.4,-99,2.788,GPair
CGCG 385-061,4662,WISEA J011751.61+031748.2,-99,0.902,GPair
VV 837,1620,6dF J0026001-025558,-99,1.142,GPair
2MASX J14365038+0806144,3091619,2MASS J14365045+0806152,-99,1.338,GPair
CGCG 140-030,60333,CGCG 140-030 NED01,-99,20.092,GPair
IV Zw 134,70604,IV Zw 134 NED01,-99,7.275,GPair
KUG 0726+400,21159,CGCG 206-012 NED02,-99,2.314,GPair
VV 844,42338,VV 844 NED02,-99,11.624,GPair
NGC 6365,60171,NGC 6365B,-99,13.340,GPair
CGCG 097-173,37205,CGCG 097-173 NED01,-99,4.356,GPair
NGC 5344,49085,NGC 5344 NED01,-99,58.135,GPair
NGC 6043,57019,NGC 6043A,-99,7.146,GPair
IC 0734,36701,IC 0734 NED01,-99,11.811,GPair
2dFGRS S889Z199,130312,WISEA J034811.14-461759.4,-99,3.237,GPair
ESO 158-IG 011,16250,WISEA J045308.08-564336.5,-99,34.555,GPair
CGCG 340-030,61188,CGCG 340-030 NED02,-99,8.909,GPair
CGCG 094-022,30397,WISEA J102247.38+194730.2,-99,138.143,GPair
UGC 03781,20609,UGC 03781 NED01,93086,15.377,GPair
UGC 03781 NED01,93086,UGC 03781 NED02,-99,30.142,G
CGCG 140-036,60377,CGCG 140-036 NED02,-99,2.344,GPair
ESO 079-IG 013,3391,ESO 079-IG 013 NED02,-99,1.229,GPair
ESO 118-IG 030,15373,ESO 118-IG 030 NED02,-99,5.124,GPair
NGC 7720,71985,NGC 7720 NED01,4588658,1.344,GPair
