# Object-level actions based on VI (visual inspections).
objname,action,reason,comment
IRAS 04559+1644,drop,faint shred or compact,
MQS J045559.10-693329.1,drop,faint shred or compact,
[CMH2011] F-13,drop,faint shred or compact,
6dF J0326172-212007,drop,faint shred or compact,
SDSS J120802.25+651113.8,drop,faint shred or compact,
2MASS J05000360-6937527,drop,faint shred or compact,
2MASS J05001948-6614007,drop,faint shred or compact,
WISEA J050118.85-663304.1,drop,faint shred or compact,
MACHO 055.03368.0197,drop,faint shred or compact,
WISEA J050109.05-663734.3,drop,faint shred or compact,
2MASS J05051138-6935052,drop,faint shred or compact,
WISEA J050532.60-693044.8,drop,faint shred or compact,
2MASS J05075408-6922132,drop,faint shred or compact,
WISEA J051204.53-701058.5,drop,faint shred or compact,
MACHO 079.05137.1990,drop,faint shred or compact,
2MASS J05140595-6915568,drop,faint shred or compact,
WISEA J050906.45-684400.6,drop,faint shred or compact,
2MASS J05125575-6847146,drop,faint shred or compact,
2MASS J05081791-6952518,drop,faint shred or compact,
2MASS J05080619-6934344,drop,faint shred or compact,
2MASS J05123870-7004190,drop,faint shred or compact,
2MASS J05120536-6909337,drop,faint shred or compact,
2MASS J05154198-6900474,drop,faint shred or compact,
2MASS J05183409-7000275,drop,faint shred or compact,
MACHO 078.06095.2346,drop,faint shred or compact,
MACHO 006.06575.0327,drop,faint shred or compact,
MACHO 078.06825.2530,drop,faint shred or compact,
WISEA J052402.27-701108.6,drop,faint shred or compact,
2MASS J05252194-6729236,drop,faint shred or compact,
2MASS J05261389-6729498,drop,faint shred or compact,
WISEA J052740.10-653748.9,drop,faint shred or compact,
MACHO 077.07917.2476,drop,faint shred or compact,
2MASS J05292308+0134588,drop,faint shred or compact,
MACHO 007.08027.2017,drop,faint shred or compact,
2MASS J05304062+0148408,drop,faint shred or compact,
MACHO 082.08162.1102,drop,faint shred or compact,
2MASS J05312439-6826406,drop,faint shred or compact,
2MASS J05354396-6602086,drop,faint shred or compact,
[BWP99] J053532.27-692952.1,drop,faint shred or compact,
MACHO 065.09062.0175,drop,faint shred or compact,
MACHO 082.09009.1371,drop,faint shred or compact,
MACHO 007.08507.3409,drop,faint shred or compact,
OGLE J053520.37-692722.7,drop,faint shred or compact,
WISEA J053159.73-691951.0,drop,faint shred or compact,
MACHO 076.10448.1380,drop,faint shred or compact,
MACHO 012.10444.1112,drop,faint shred or compact,
MACHO 073.12637.0090,drop,faint shred or compact,
MACHO 078.06945.4943,drop,faint shred or compact,
MQS J053556.37-675222.8,drop,faint shred or compact,
2MASS J05361050-6914474,drop,faint shred or compact,
2MASS J05374294-7014175,drop,faint shred or compact,
2MASS J05384265-6905370,drop,faint shred or compact,
WISEA J053840.78-685937.1,drop,faint shred or compact,
MQS J054047.27-704828.9,drop,faint shred or compact,
IRAS F05415-2610,drop,faint shred or compact,
WISEA J055749.58-662659.9,drop,faint shred or compact,
2MASS J06002881-6738178,drop,faint shred or compact,
WISEA J055917.11-674052.3,drop,faint shred or compact,
2MASS J06252766-5403265,drop,faint shred or compact,
2MASS J06260931-5406099,drop,faint shred or compact,
LEDA 088576,drop,faint shred or compact,
WISEA J065616.59-441013.8,drop,faint shred or compact,
IRAS 06547-4406,drop,faint shred or compact,
2MASS J06534910-4052374,drop,faint shred or compact,
PGC 481842,drop,faint shred or compact,
WISEA J070810.64-485808.5,drop,faint shred or compact,
WISEA J070856.02-491806.8,drop,faint shred or compact,
PGC 478340,drop,faint shred or compact,
V0352 Pup,drop,faint shred or compact,
IRAS 08243-5757,drop,faint shred or compact,
IRAS 08240-1308,drop,faint shred or compact,
SDSS J083512.22+001112.1,drop,faint shred or compact,
GAMA 278391,drop,faint shred or compact,
GAMA 526089,drop,faint shred or compact,
WISEA J084459.22-005157.8,drop,faint shred or compact,
SDSS J085409.93+303452.3,drop,faint shred or compact,
WISEA J090854.62+230553.4,drop,faint shred or compact,
SDSS J091024.33-013030.7,drop,faint shred or compact,
WISEA J091506.05-132105.5,drop,faint shred or compact,
GALEXASC J092055.55+300656.2,drop,faint shred or compact,
WISEA J092433.52-125000.3,drop,faint shred or compact,
SDSS J092437.57+131353.6,drop,faint shred or compact,
WISEA J094822.46+091504.1,drop,faint shred or compact,
SDSS J094822.40+091500.1,drop,faint shred or compact,
HCG 042:[dRC97] 22,drop,faint shred or compact,
WISEA J100004.66-193655.8,drop,faint shred or compact,
WISEA J100800.70-002321.2,drop,faint shred or compact,
WISEA J101239.86-344409.9,drop,faint shred or compact,
SDSS J101150.94+162633.0,drop,faint shred or compact,
VIII Zw 071,drop,faint shred or compact,
SDSS J102539.68+114424.6,drop,faint shred or compact,
SDSS J102539.80+114424.3,drop,faint shred or compact,
WISEA J103054.81-345324.1,drop,faint shred or compact,
WISEA J103055.25-345322.5,drop,faint shred or compact,
KAT7HI J103100-350027,drop,faint shred or compact,
KAT7HI J103222-345033,drop,faint shred or compact,
SDSS J105431.50+172024.1,drop,faint shred or compact,
SDSS J110149.13+294427.5,drop,faint shred or compact,
WISEA J110148.82+294423.8,drop,faint shred or compact,
WISEA J110926.17-000706.9,drop,faint shred or compact,
PGC 1151891,drop,faint shred or compact,
GALEXASC J111130.95-380548.4,drop,faint shred or compact,
GALEXASC J111953.73-083946.0,drop,faint shred or compact,
WISEA J155307.11+195420.4,drop,faint shred or compact,
SDSS J101932.11+140306.2,drop,faint shred or compact,
WISEA J095633.28+271652.6,drop,faint shred or compact,
SDSS J095633.65+271659.3,drop,faint shred or compact,
SDSS J141529.15+010545.8,drop,faint shred or compact,
SDSS J134914.02+351523.2,drop,faint shred or compact,
SDSS J123626.89+255738.3,drop,faint shred or compact,
SDSS J123621.83+255855.7,drop,faint shred or compact,
2MASS J12361770+2559532,drop,faint shred or compact,
2MASS J12361721+2559594,drop,faint shred or compact,
WISEA J234945.58-292021.2,drop,faint shred or compact,
WISEA J135400.66+565000.5,drop,faint shred or compact,
WISEA J193238.74+410938.0,drop,faint shred or compact,
WISEA J152332.94+384415.4,drop,faint shred or compact,
2MASS J14175653+2543219,drop,faint shred or compact,
SDSS J113410.22+253347.2,drop,faint shred or compact,
WISEA J171512.24+030941.5,drop,faint shred or compact,
WISEA J002207.50-104158.4,drop,faint shred or compact,
WISEA J215247.68-181549.5,drop,faint shred or compact,
2MASS J01471318-1751387,drop,faint shred or compact,
2MASS J20030800-3520131,drop,faint shred or compact,
WISEA J141424.11-372422.6,drop,faint shred or compact,
SDSS J111132.64+554032.5,drop,faint shred or compact,
GALEXASC J140629.62+313914.6,drop,faint shred or compact,
SDSS J084340.29+501200.0,drop,faint shred or compact,
2MASS J07403599+3913551,drop,faint shred or compact,
WISEA J215834.25+140724.6,drop,faint shred or compact,
SDSS J141350.64+574637.5,drop,faint shred or compact,
NGC 5144 NED01,drop,faint shred or compact,
SDSS J113637.66+362424.7,drop,faint shred or compact,
LCRS B101440.4-031359,drop,faint shred or compact,
2MASS J09551635+0416042,drop,faint shred or compact,
SDSS J083356.71+265804.5,drop,faint shred or compact,
WISEA J023337.44-390158.4,drop,faint shred or compact,
SDSS J083437.18+590535.9,drop,faint shred or compact,
SDSS J083436.93+590535.0,drop,faint shred or compact,
HIPASS J1131-31,drop,faint shred or compact,
WISEA J143504.26-023619.8,drop,faint shred or compact,
PGC1 4532577 NED001,drop,faint shred or compact,
WISEA J085844.78+072637.3,drop,faint shred or compact,
SDSS J125743.71+290011.5,drop,faint shred or compact,
SDSS J094253.56+063838.6,drop,faint shred or compact,
SDSS J120150.79-003919.8,drop,faint shred or compact,
WISEA J110200.02-105900.7,drop,faint shred or compact,
IRAS 10595-1043 NED01,drop,faint shred or compact,
PGC1215207,drop,faint shred or compact,
GALEXASC J233614.72-740558.0,drop,faint shred or compact,
SDSS J221029.07-000113.6,drop,faint shred or compact,
SDSS J221028.95-000111.4,drop,faint shred or compact,
SDSS J221028.33-000114.3,drop,faint shred or compact,
SDSS J221028.61-000121.8,drop,faint shred or compact,
ABELL 3827:[CGV2010] 1327,drop,faint shred or compact,
Abell 3827:[MWS2015] N.6,drop,faint shred or compact,
ESO 107-IG 008 NED01,drop,faint shred or compact,
ESO 107-IG 008 NED02,drop,faint shred or compact,
ESO 338-IG 008 NED02,drop,faint shred or compact,
WISEA J185628.13-714746.4,drop,faint shred or compact,
SDSS J170449.28+720751.2,drop,faint shred or compact,
UGC 10049 NED04,drop,faint shred or compact,
SDSS J142819.32+152514.7,drop,faint shred or compact,
SDSS J133015.90+312003.0,drop,faint shred or compact,
SDSSCGB 30917.04,drop,faint shred or compact,
UGC 07910 NED01,drop,faint shred or compact,
UGC 07910 NED03,drop,faint shred or compact,
SDSS J124405.36+450005.6,drop,faint shred or compact,
SDSS J121213.75+180545.2,drop,faint shred or compact,
IC 0700 NED01,drop,faint shred or compact,
IC 0700 NED03,drop,faint shred or compact,
IC 0700 NED04,drop,faint shred or compact,
SDSS J110731.43+232234.8,drop,faint shred or compact,
SDSS J090434.39+143539.4,drop,faint shred or compact,
SDSS J085827.99+552904.3,drop,faint shred or compact,
SDSS J085827.46+552926.5,drop,faint shred or compact,
VV 141b,drop,faint shred or compact,
WISEA J053641.93-511357.9,drop,faint shred or compact,
PGC 458395,drop,faint shred or compact,
ABELL 0154:[MK91] -080+031,drop,faint shred or compact,
WISEA J231643.21+244132.2,drop,faint shred or compact,
WISEA J215743.90+064649.6,drop,faint shred or compact,
LEDA 073759,drop,faint shred or compact,
LEDA 073753,drop,faint shred or compact,
2dFGRS S305Z146,drop,faint shred or compact,
PGC 129578,drop,faint shred or compact,
WISEA J041614.88-074018.0,drop,faint shred or compact,
SDSS J033257.11+003607.3,drop,faint shred or compact,
SDSS J091449.76+142115.5,drop,faint shred or compact,
WISEA J091449.69+142113.1,drop,faint shred or compact,
WISEA J091449.38+142126.0,drop,faint shred or compact,
WISEA J091446.62+142120.3,drop,faint shred or compact,
WISEA J112641.15+170824.7,drop,faint shred or compact,
SDSS J024048.50+010619.0,drop,faint shred or compact,
2MASS J10315895+2341104,drop,faint shred or compact,
2MASS J13042505+1515183,drop,faint shred or compact,
2MASS J16332996+0541581,drop,faint shred or compact,
LEDA 4677281,drop,faint shred or compact,
SDSS J024731.75-011445.0,drop,faint shred or compact,
2dFGRS N397Z125,drop,faint shred or compact,
WISEA J131701.42+004509.6,drop,faint shred or compact,
SDSS J130437.65-033428.5,drop,faint shred or compact,
LSBC F571-V02,drop,faint shred or compact,
WISEA J003007.25-293553.5,drop,faint shred or compact,
2dFGRS S364Z043,drop,faint shred or compact,
2MASS J00300759-2936002,drop,faint shred or compact,
WISEA J015709.32+332317.2,drop,faint shred or compact,
WISEA J135607.11-080610.3,drop,faint shred or compact,
WISEA J003419.76+062143.6,drop,faint shred or compact,
SDSS J162841.11+124543.2,drop,faint shred or compact,
WISEA J162841.24+124545.8,drop,faint shred or compact,
SDSS J162403.81+134347.9,drop,faint shred or compact,
SDSS J160628.82+181614.0,drop,faint shred or compact,
LSBC D512-11,drop,faint shred or compact,
SDSS J144845.73+225948.1,drop,faint shred or compact,
PGC 1225243,drop,faint shred or compact,
FLASH J133041.63-313420.5,drop,faint shred or compact,
WISEA J113653.82+175343.4,drop,faint shred or compact,
HCC 040,drop,faint shred or compact,
LEDA 932265,drop,faint shred or compact,
LSBG F416-005,drop,faint shred or compact,
APMUKS(BJ) B032030.96-245758.8,drop,faint shred or compact,
AM 0231-335,drop,faint shred or compact,
2dFGRS S579Z301,drop,faint shred or compact,
LEDA 087854,drop,faint shred or compact,
GALEXASC J025038.30-345306.3,drop,faint shred or compact,
WISEA J013132.95-222223.1,drop,faint shred or compact,
WISEA J153408.50-765540.7,drop,faint shred or compact,
SDSS J154624.08+025038.4,drop,faint shred or compact,
2MASS J16144439+2751420,drop,faint shred or compact,
WISEA J162733.43+275317.6,drop,faint shred or compact,
WISEA J163036.71-093834.1,drop,faint shred or compact,
2MASX J16342690-1547096,drop,faint shred or compact,Star-forming region?
WISEA J194452.03-281107.3,drop,faint shred or compact,
WISEA J194220.83-515621.4,drop,faint shred or compact,
2MASS J20475893-0010574,drop,faint shred or compact,
2MASS J20475918-0010548,drop,faint shred or compact,
WISEA J221148.18-291444.6,drop,faint shred or compact,
SDSS J221823.32-000104.6,drop,faint shred or compact,
SDSS J221342.28+002920.8,drop,faint shred or compact,
WISEA J221831.38+004926.0,drop,faint shred or compact,
SDSS J222147.19+004602.4,drop,faint shred or compact,
2MASX J23005742+0648570,drop,faint shred or compact,
APMBGC 604-071+008,drop,faint shred or compact,
2MASS J23134346+2900298,drop,faint shred or compact,
SDSS J231344.41+285943.7,drop,faint shred or compact,
SDSS J231303.10-011436.1,drop,faint shred or compact,
ESO 469- G 021,drop,cluster,Cluster of galaxies
ESO 339- G 037,drop,cluster,Cluster of galaxies
NGC 2004,drop,cluster,
NGC 2154,drop,cluster,
NGC 2197,drop,cluster,
2MASX J05480960-7128463,drop,cluster,
NGC 1897,drop,cluster,Open cluster in LMC
NGC 2098,drop,cluster,Open cluster in LMC
NGC 2241,drop,cluster,Open cluster in LMC
NGC 2127,drop,cluster,Open cluster in LMC
NGC 2209,drop,cluster,Open cluster in LMC
NGC 1775,drop,cluster,Open cluster in LMC
NGC 0458,drop,cluster,Open cluster in SMC
SDSS J235546.13+182534.3,drop,faint shred or compact,
SDSS J011328.34+000906.5,drop,faint shred or compact,
WISEA J000106.93+195457.9,drop,faint shred or compact,
IRAS F00266+3304,drop,faint shred or compact,
WISEA J003821.49+132844.8,drop,faint shred or compact,
UM 285,drop,faint shred or compact,
GALEXASC J010533.24-603517.5,drop,faint shred or compact,
WISEA J011122.44-601052.3,drop,faint shred or compact,
WISEA J011120.87-601053.2,drop,faint shred or compact,
WISEA J012357.11+283804.2,drop,faint shred or compact,
WISEA J012859.37-022542.9,drop,faint shred or compact,
2MASS J01433813-2656105,drop,faint shred or compact,
2MASX J02073081-2126057,drop,faint shred or compact,
2MASS J02192920-2126076,drop,faint shred or compact,
[YWP2010] J186.427+02.157,drop,faint shred or compact,
[YWP2010] J187.262+02.722,drop,faint shred or compact,
[YWP2010] J187.559+02.626,drop,faint shred or compact,
[YWP2010] J187.556+02.625,drop,faint shred or compact,
[YWP2010] J186.742+02.494,drop,faint shred or compact,
[YWP2010] J188.154+02.664,drop,faint shred or compact,
[YWP2010] J188.216+02.629,drop,faint shred or compact,
[YWP2010] J329.787-30.347,drop,faint shred or compact,
[YWP2010] J329.600-30.302,drop,faint shred or compact,
[YWP2010] J329.673-30.325,drop,faint shred or compact,
[YWP2010] J329.694-30.294,drop,faint shred or compact,
[YWP2010] J329.688-30.277,drop,faint shred or compact,
[YWP2010] J184.218+14.516,drop,faint shred or compact,
[YWP2010] J184.878+14.879,drop,faint shred or compact,
[YWP2010] J183.048+13.247,drop,faint shred or compact,
[YWP2010] J183.697+13.087,drop,faint shred or compact,
[YWP2010] J183.770+14.028,drop,faint shred or compact,
[YWP2010] J184.533+28.176,drop,faint shred or compact,
[YWP2010] J184.176+28.730,drop,faint shred or compact,
[YWP2010] J063.897+01.180,drop,faint shred or compact,
[YWP2010] J064.251+00.834,drop,faint shred or compact,
XMM:[RBO2008] ir 00291259,drop,faint shred or compact,
XMM:[RBO2008] ir 00291268,drop,faint shred or compact,
XMM:[RBO2008] ir 00310324,drop,faint shred or compact,
XMM:[RBO2008] ir 00525200,drop,faint shred or compact,
XMM:[RBO2008] ir 00534425,drop,faint shred or compact,
XMM:[RBO2008] ir 00316552,drop,faint shred or compact,
XMM:[RBO2008] ir 00206359,drop,faint shred or compact,
XMM:[RBO2008] ir 00324014,drop,faint shred or compact,
XMM:[RBO2008] ir 00204135,drop,faint shred or compact,
XMM:[RBO2008] ir 00294107,drop,faint shred or compact,
XMM:[RBO2008] ir 00136983,drop,faint shred or compact,
SDSS J122710.96+155350.6,drop,faint shred or compact,
SDSS J123540.82+261716.8,drop,faint shred or compact,
SDSS J124516.87+270730.7,drop,faint shred or compact,
WISEA J125247.91-200505.4,drop,faint shred or compact,
CCOS J1248.65-4120.34,drop,faint shred or compact,
CCOS J1249.07-4120.77,drop,faint shred or compact,
CCOS J1248.74-4118.95,drop,faint shred or compact,
CCOS J1248.79-4117.15,drop,faint shred or compact,
CCOS J1248.97-4120.01,drop,faint shred or compact,
CCOS J1248.70-4118.23,drop,faint shred or compact,
CCOS J1248.54-4119.64,drop,faint shred or compact,
CCOS J1248.06-4111.40,drop,faint shred or compact,
CCOS J1248.54-4121.90,drop,faint shred or compact,
CCOS J1248.70-4121.11,drop,faint shred or compact,
CCOS J1250.11-4114.59,drop,faint shred or compact,
CCOS J1249.71-4120.63,drop,faint shred or compact,
CCOS J1248.79-4116.00,drop,faint shred or compact,
CCOS J1248.74-4118.58,drop,faint shred or compact,
